ISBN;TITOLO;ANNO PUBBLICAZIONE;DATA AGGIUNTA;GENERE;TIPO;AUTORE/I;EDITORE;COLLANA;LINGUA;NUMERO COPIE;PREZZO;SCAFFALE;RIPIANO
N/D;I materiali linguistici nella didattica delle lingue;1978;N/D;Critica letteraria;saggio;D'addio Colosimo;Zanichelli;N/D;italiano;1;14000 lire;3;3
N/D;La semantica. Introduzione alla scienza del significato;1962;N/D;Critica letteraria;saggio;Ullmann;Il mulino ;N/D;italiano;1;6000 lire;3;3
N/D;Lineamenti di semiologia;1966;N/D;Critica letteraria;saggio;Prieto;Editori Laterza;N/D;italiano;1;3000 lire;3;3
9788820055868;C'è anche domani;2014;N/D;Politica;saggio;Doris;Sperling, Kupfer ;N/D;italiano;1;€ 16,90;3;6
N/D;Geopolitica è leggere il mondo per disegnare scenari futuri;2006;N/D;Politica;saggio;Corneli;Fondazione Achille e Giulia Boroli;N/D;italiano;1;N/D;3;6
N/D;Non lasciamoci rubare il futuro;2006;N/D;Politica;N/D;Ciotti;Società editrice internazionale Torino;N/D;italiano;1;N/D;3;6
N/D;Le idee al potere ;1980;N/D;Politica;saggio;Berta;Edizioni di comunità;Studi e ricerche di scienze sociali;italiano;1;10000 lire;3;6
8804556595;Venerati maestri;2006;N/D;Politica;saggio;Berselli;Mondadori;N/D;italiano;1;N/D;3;6
N/D;Prima le donne e i bambini;1980;N/D;Politica;saggio;Belotti;Rizzoli;N/D;italiano;1;6000 lire;3;6
9788863940510;Il nuovo fiore;2013;N/D;Politica;saggio;Giovannelli;Maschietto editore;N/D;italiano;1;N/D;3;6
N/D;Giuseppe Dossetti e la politica estera italiana 1945 - 1951;2005;N/D;Politica;saggio;Giorgi;Scriptorium;N/D;italiano;1;€ 22,00;3;6
N/D;Trattato di economia politica;1975;1976;Politica;saggio;He;Mazzotta editore;N/D;italiano;1;2500 lire;3;6
N/D;Ordinamento politico e mutamento sociale;1975;N/D;Politica;saggio;Huntington;Franco Angeli editore;Collana di scienza politica  e relazioni internazionali;italiano;1;12000 lire;3;6
N/D;Politica come Utopia;1973;N/D;Politica;saggio;La Malfa;Edizioni di comunità;N/D;italiano;1;2000 lire;3;6
9788890405;Piccolo diario di un Family Banker;2009;N/D;Politica;saggio;Malvestio;Inveneto;N/D;italiano;1;€ 10,00;3;6
N/D;La teoria dell'informazione;1983;N/D;Politica;saggio;Pierce;Biblioteca della EST;N/D;italiano;1;30000 lire;3;6
N/D;La società civile;1979;N/D;Politica;saggio;Piscopo,D'Elia;Ferraro;N/D;italiano;1;6500 lire;3;6
888604237X;Poeti africani anti - apartheid;2002;2004;Politica;N/D;aavv;Edizioni dell'arco;N/D;italiano;1;€ 6,90;3;6
N/D;Un anno di attività contro la discriminazione razziale;2008;N/D;Politica;Rapporto;aavv;UNAR;N/D;italiano;1;N/D;3;6
N/D;Il quaderno della Costituzione;N/D;N/D;Politica;N/D;aavv;osservatorio permanente;N/D;italiano;1;N/D;3;6
N/D;La rivista;2008;N/D;Politica;Rivista;aavv;N/D;N/D;italiano;1;N/D;3;6
N/D;Giuda dell'utente;2005;N/D;Politica;Guida;aavv;Commissione Europea;N/D;italiano;1;N/D;3;6
N/D;Statuto dei diritti dei lavoratori;1978;N/D;Politica;N/D;aavv;Buffetti editore;Collezione normativa;italiano;1;2500 lire;3;6
9788876706516;Libera formazione;2007;N/D;Politica;N/D;aavv;EGA editore;N/D;italiano;1;€ 8,00;3;6
N/D;Carta dei diritti fondamentali dell'Unione Europea;N/D;N/D;Politica;N/D;aavv;Istituto poligrafico e zecca dello Stato;N/D;italiano;1;N/D;3;6
9788817047487;Il denaro in testa;2011;N/D;Politica;saggio;Andreoli;Rizzoli;N/D;italiano;1;€ 17,50;3;6
8888249117;Scienza e società ;2006;N/D;Politica;saggio;Alferov;Sandro Teti editore;N/D;italiano;1;N/D;3;6
9788849218916;Luigi Moretti e i progetti per Galloro;2010;N/D;Territorio;saggio;De Angelis;Gangemi editore;N/D;italiano;1;N/D;3;7
N/D;Formia;2005;N/D;Territorio;N/D;De Filippis, Ciccone;Giuseppe De Filippis;N/D;italiano;1;N/D;3;7
N/D;Città pontine;2006;N/D;Territorio;saggio;aavv;Provincia di Latina;N/D;italiano;1;N/D;3;7
N/D;Personaggi illustri e sconosciuti della storia di Priverno;2005;N/D;Territorio;saggio;Angelini;Tipografia grafica Bianconi;N/D;italiano;1;N/D;3;7
N/D;La cittadella risorta;2006;N/D;Territorio;N/D;Lisetti;Biblioteca comunale di Campodimele;N/D;italiano;1;€ 20,00;3;7
N/D;Il parco della pace;2009;N/D;Territorio;N/D;De Conciliis;Consiglio regionale del Lazio;N/D;italiano;1;N/D;3;7
N/D;Terracina  ;2006;N/D;Territorio;N/D;aavv;Comune di Terracina;N/D;italiano;1;N/D;3;7
8871400224;Museo civico di Rieti;1990;N/D;Territorio;saggio;Reggiani;Casa editrice Quasar;Cataloghi dei musei locali e delle collezioni del Lazio;italiano;1;N/D;3;7
8871400038;Museo civico di Velletri;1989;N/D;Territorio;saggio;aavv;Casa editrice Quasar;Cataloghi dei musei locali e delle collezioni del Lazio;italiano;1;N/D;3;7
N/D;Aprilia comunica;2003;N/D;Territorio;Rivista;aavv;Comune di Aprilia;N/D;italiano;2;N/D;3;7
N/D;Viaggio per immagini attraverso la provincia di Latina;N/D;N/D;Territorio;saggio;aavv;Regione Lazio;N/D;italiano;1;N/D;3;7
8871400275;Volturnum;1991;N/D;Territorio;saggio;Crimaco;Quasar;N/D;italiano;1;N/D;3;7
N/D;Pio VI le paludi pontine Terracina;1995;N/D;Territorio;saggio;Rocci ;N/D;N/D;italiano;1;N/D;3;7
N/D;Regione Lazio settore diritto allo studio;N/D;N/D;Territorio;saggio;aavv;Regione Lazio;N/D;italiano;3;N/D;3;7
8873800777;Architettura e terremoti;1986;N/D;Territorio;saggio;aavv;Pratiche  ;N/D;italiano;1;40000 lire;3;7
N/D;Il diritto nelle società primitive;1973;N/D;Territorio;saggio;Hoeben;Il mulino ;N/D;italiano;1;6000 lire;3;7
N/D;Latii veteris documenta;2007;N/D;Territorio;N/D;Tofani;N/D;N/D;italiano;1;N/D;3;7
N/D;Novara com'era e com'è;2007;N/D;Territorio;Mostra;aavv;Fondazione banca popolare di Novara;N/D;italiano;1;N/D;3;7
N/D;Urgenza nella città;1972;1973;Territorio;saggio;Crispolti;Mazzotta editore;N/D;italiano;1;6000 lire;3;7
N/D;Itenerario di visita al Museo della moneta di Palazzo Koch;2015;N/D;Territorio;N/D;aavv;Banca d'Italia;N/D;italiano;1;N/D;3;7
8805012475;Tempi che scottano;1973;1983;Territorio;saggio;Bosco;Società editrice internazionale Torino;N/D;italiano;1;7300 lire;3;7
N/D;Un architetto in territorio pontino;2002;N/D;Territorio;saggio;Frezzotti;Itinera;N/D;italiano;1;€ 10,00;3;7
9788824011730;Ardea;2011;N/D;Territorio;saggio;Modica;Istituto poligrafico e zecca dello Stato;N/D;italiano;1;€ 10,00;3;7
9788898220496;Ivrea guida alla città di Adriano Olivetti;2016;N/D;Territorio;Guida;Peroni;Edizioni di comunità;N/D;italiano;1;€ 18,00;3;7
N/D;Il governo delle risorse idriche;2005;N/D;Territorio;saggio;aavv;Atti;N/D;italiano;1;N/D;3;7
N/D;Rocca Massima al tempo di don Giuseppe Cianfoni;2006;N/D;Territorio;saggio;Tomei;Mariano Tomei;N/D;italiano;1;€ 10,00;3;7
8811040426;Geografia d'Italia e d'Europa;1999;N/D;Territorio;Atlante;aavv;Garzanti;N/D;italiano;2;41500 lire;3;7
8841514485;Geografia economica;1994;N/D;Territorio;Guida;aavv;Istituto geografico de Agostini;N/D;italiano;1;N/D;3;7
N/D;L'artigianato del Friuli - Venezia Giulia;1991;N/D;Territorio;Rivista;aavv;USPI;N/D;italiano;1;N/D;3;7
N/D;Il tesoro di Asmara;N/D;N/D;Territorio;N/D;Iannuccelli;Associazione culturale pontina;N/D;italiano;1;€ 10,00;3;7
N/D;Norba e Norma;1971;N/D;Territorio;saggio;Annibale;N/D;N/D;italiano;1;N/D;3;7
8874486456;Il parco archeologico naturalistico nel porto di Traiano;N/D;N/D;Territorio;N/D;Mannucci;Ministero per i beni culturali ed ambientali;N/D;italiano;1;48000 lire;3;7
N/D;Jenne;2003;N/D;Territorio;saggio;Fratticci;Amministrazione comunale di Jenne;N/D;italiano;1;N/D;3;7
3944204;Il manifesto di Ventotene;2000;N/D;Territorio;N/D;aavv;Istituto di studi federalisti Altiero Spinelli;N/D;italiano;1;N/D;3;7
N/D;Satricum;2006;N/D;Territorio;N/D;Cassatella,Ceccarelli,Lulli,Pirrone;N/D;N/D;italiano;1;N/D;3;7
N/D;Le cupole romane;1986;N/D;Territorio;saggio;Pelliccioni;Paleani editrice;Raccolta di studi sui beni culturali ed ambientali;italiano;1;N/D;3;7
N/D;Sulle tracce di Garibaldi;2011;N/D;Territorio;saggio;Gavillucci;Edizioni terre latine;N/D;italiano;1;€ 22,00;3;7
N/D;La provincia del fare;N/D;N/D;Territorio;saggio;aavv;Provincia di Latina;N/D;italiano;2;N/D;3;7
N/D;Europa d'incanto;2004;N/D;Territorio;saggio;Pacilli;Associazione Italia Francia per l'Europa;N/D;italiano;1;N/D;3;7
8882895866;La vera cucina di Napoli;1995;N/D;Territorio;saggio;Francesconi;Newton Compton Editori;N/D;italiano;1;€ 8,90;3;7
N/D;Il Trattato di pace 10 febbraio 1947 nei programmi e nei testi scolastici di storia;2014;N/D;Territorio;saggio;Ballarin;Federazione delle Associazioni degli Esuli;N/D;italiano;1;N/D;3;7
N/D;Alla scoperta della nostra città: i servizi;1997;N/D;Territorio;guida;aavv;Comune di Aprilia;N/D;italiano;1;N/D;3;7
N/D;La popolazione di Aprilia;1987;N/D;Territorio;rivista;aavv;CEPIG;N/D;italiano;1;N/D;3;7
N/D;Aprilia anni 90;1986;N/D;Territorio;rivista;aavv;CEPIG;N/D;italiano;1;N/D;3;7
N/D;Aprilia Venere Feconda;N/D;N/D;Territorio;rivista;aavv;Comune di Aprilia;N/D;italiano;1;N/D;3;7
N/D;Giovanni Falcone e Paolo Borsellino;2012;N/D;Territorio;N/D;aavv;Associazione Cornelia;N/D;italiano;5;N/D;3;7
8889444002;Guida ai sentieri del Parco Regionale dei Monti Simbruni;2004;N/D;Territorio;guida;aavv;Parco Naturale Regionale dei Monti Simbruni;N/D;italiano;1;N/D;3;7
N/D;Frammenti di Aprilia sparita;2013;N/D;Territorio;saggio;Nencini;Comune di Aprilia;N/D;italiano;1;N/D;3;7
8889444045;Parco Regionale Monti Simbruni;2003;N/D;Territorio;guida;aavv;Parco Naturale Regionale dei Monti Simbruni;N/D;italiano;1;N/D;3;7
N/D;Monti Simbruni;N/D;N/D;Territorio;guida;Lollobrigida;Parco Naturale Regionale dei Monti Simbruni;N/D;italiano;1;N/D;3;7
N/D;Storia di una grande scoperta archeologica;2007;N/D;Territorio;catalogo;aavv;N/D;N/D;italiano;2;N/D;3;7
9788889999813;Lotta senza quartiere;2012;N/D;Territorio;saggio;Ceci;EMMEBI;Collana Henry Dunant e Croce Rossa diretta da Paolo Vanni;italiano;1;N/D;3;7
N/D;La storia e le testimonianze;N/D;N/D;Territorio;catalogo;aavv;Regione Lazio;Satricum;italiano;1;N/D;3;7
N/D;archeologia e topografia;N/D;N/D;Territorio;catalogo;aavv;Regione Lazio;Satricum;italiano;1;N/D;3;7
N/D;Le gole della montagna rossa;2012;N/D;Territorio;N/D;aavv;Il lavoro editoriale;N/D;italiano;1;N/D;3;7
N/D;Cagli I;1981;N/D;Territorio;raccolta;aavv;Paleani editrice;N/D;italiano;1;N/D;3;7
N/D;Basilicata itinerari nei paesaggi d'autore;2000;N/D;Territorio;guida;aavv;APT Basilicata;N/D;italiano;1;N/D;3;7
9788890893001;Cori la città come museo;2013;N/D;Territorio;guida;aavv;edizioni teameia cultura;N/D;italiano;1;N/D;3;7
8870970124;Museo della civiltà romana;1990;N/D;Territorio;N/D;Chini;edizioni quasar;N/D;italiano;1;N/D;3;7
N/D;Area sacra di Satricum;1985;N/D;Territorio;saggio;Chiarucci e Gizzi;Paleani editrice;N/D;italiano;1;N/D;3;7
N/D;La battaglia di Campomorto;2006;N/D;Territorio;saggio;Pepi;Comune di Aprilia;N/D;italiano;1;N/D;3;7
9788860603739;Unità nelle arti;2011;N/D;Territorio;saggio;Cardone e Tetro;Palombi editori;N/D;italiano;1;€ 15,00;3;7
N/D;Valorizzazione e riqualificazione culturale e ambientale per uno sviluppo turistico sostenibile;2007;N/D;Territorio;N/D;aavv;Città di Latina;N/D;italiano;1;N/D;3;7
N/D;Oriolo Frezzoli un architetto in territorio pontino;N/D;N/D;Territorio;Illustrazione;Massimiliano Vittori;Itinera;N/D;italiano;1;€ 10,00;3;7
8805012475;Tempi che scottano;1973;N/D;Territorio;saggio;Teresio Bosco;Socità editrice internazionale Torino;N/D;italiano;1;7300 lire;3;7
N/D;La vera cucina di Napoli;2007;N/D;Territorio;Mostra fotografica;Antonio Poggi Steffanina;Stampa italgrafica;N/D;italiano;1;N/D;3;7
N/D;Italia e fascismo 1926;1965;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Prima serie volume 1;italiano;1;2800 lire;3;9
N/D;La comunità internazionale e il diritto di guerra;1954;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore;Prima serie volume 2;italiano;1;12000 lire;3;9
N/D;Chiesa e Stato;1978;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Prima serie volume 6;italiano;1;12000 lire;3;9
N/D;Chiesa e Stato;1958;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Prima serie volume 5;italiano;1;12000 lire;3;9
N/D;Politica e morale Coscienza e politica;1972;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Prima serie volume 4;italiano;1;12000 lire;3;9
N/D;La società sua natura e leggi;1960;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Prima serie volume 3;italiano;1;12000 lire;3;9
N/D;Del metodo sociologico;1970;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Prima serie volume 12;italiano;1;12000 lire;3;9
N/D;La regione nella nazione;1974;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Prima serie volume 11;italiano;1;12000 lire;3;9
N/D;Nazionalismo e internazionalismo;1971;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Prima serie volume 10;italiano;1;12000 lire;3;9
N/D;Problemi sprirituali del nostro tempo;1961;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Prima serie volume 9;italiano;1;12000 lire;3;9
N/D;Politica di questi anni;1968;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Secondo serie volume 13;italiano;1;12000 lire;3;9
N/D;Politica di questi anni;1966;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Secondo serie volume 12;italiano;1;12000 lire;3;9
N/D;Politica di questi anni;1957;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 11;italiano;1;12000 lire;3;9
N/D;Politica di questi anni;1955;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 10;italiano;1;4246 lire;3;9
N/D;Politica di questi anni;1954;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Seconda serie volume 9;italiano;1;12000 lire;3;9
N/D;Miscellanea londinese;1974;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Seconda serie volume 6 parte 4;italiano;1;12000 lire;3;9
N/D;Miscellanea londinese;1967;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Seconda serie volume 6 parte 2;italiano;1;12000 lire;3;9
N/D;Miscellanea londinese;1965;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Seconda serie volume 6 parte 1;italiano;1;12000 lire;3;9
N/D;Miscellanea londinese;1970;N/D;N/D;saggio;Luigi Sturzo;Zanichelli Bologna;Seconda serie volume 6 parte 3;italiano;1;12000 lire;3;9
N/D;Il Partito popolare italiano;1978;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 5;italiano;1;12000 lire;3;9
N/D;Il Partito popolare italiano;1956;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 4;italiano;1;12000 lire;3;9
N/D;Il Partito popolare italiano;1956;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 3;italiano;1;12000 lire;3;9
N/D;Sintesi sociali;1961;N/D;N/D;saggio;Luigi Sturzo;Nicola Zanichelli editore Bologna;Secondo serie volume 1;italiano;1;12000 lire;3;9
N/D;Scritture e società;1981;N/D;N/D;saggio;Pier Marco Bertinetto;Zanichelli editore;N/D;italiano;1;13200 lire;3;9
9771824928313;La letteratura italiana;2005;N/D;N/D;saggio;aavv;Corriere della sera;N/D;italiano;1;N/D;3;9
N/D;Letteratura italiana: materiale per un programma;1974;N/D;N/D;saggio;Renzo Nanni;Angelo Signorelli editore/Roma;N/D;italiano;1;5600 lire;3;9
