ISBN;TITOLO;ANNO PUBBLICAZIONE;DATA AGGIUNTA;GENERE;TIPO;AUTORE/I;EDITORE;COLLANA;LINGUA;NUMERO COPIE;PREZZO;SCAFFALE;RIPIANO;
N/D;La nausée;1972;;Narrativa;Romanzo;Jean-Paul Sartre;Gallimard;Null;Francese;1;N/D;1;G;
N/D;La peste;1974;;Narrativa;Romanzo;Albert Camus;Gallimard;Null;Francese;1;N/D;1;G;
9788842476627;La Roman de Tristan et Iseut;2007;;Scolastico;Narrativa;Beroul et Thomas;Lang edizioni;Null;Francese;1;9,00 euro;1;;
8879834983;La sfida e altre storie di box;1994;;Letteratura inglese;Narrativa;Jack London;Newton;Null;Italiano;1;N/d;1;H;
9788829829088;La Statistica e la probabilità;2007;;Statistica;Scolastico;G. Coeli ;Minerva;Null;Italiano;1;17,60 €;1;;
N/D;La symphonie pastorale;1972;;Narrativa;Romanzo;André Gide;Gallimard;Null;Francese;1;N/D;1;G;
N/D;La tunisie et l'italie;1996;;Storico;Guida storica;Finzi / Tunis;Corriere tunisi;Null;Francese;1;N/D;1;G;
94615;La valle dell'Eden;1954;;Letteratura;Narrativa;John Steinbeck;Mondadori;Null;italiano;1;10000 Lire;1;I;
2070368343;La vie est ailleurs;1988;;Narrativa;Romanzo;Milan Kundera;Gallimard;Null;Francese;1;N/D;1;G;
8822110633;L'anello di re Salomone;1949;;Narrativa;Scolastico;Konrad Lorenz;Adelphi;Null;italiano;1;17000 Lire;1;I;
9788842526674;L'apprendista stregone;2000;;Fantasy;Narrativa;M.A. Garavaglia;Mursia;Null;Italiano;1;14000L;1;;
N/D;Largo ai vedovi neri;1982;;Narrativa;Narrativa;Isaac Asimov;Rizzoli;Null;Italiano;1;N/D;1;G;
9788822195722;Lavoro, impresa territorio;2018;;Storia;Scolastico;M.Melchiorre;La Nuova Scuola;Null;Italiano;1;1,5;1;A;
N/D;Le avventure di Huckleberry Finn;1963;;Letteratura;Narrativa;Mark Twain;Garzanti;Null;italiano;1;8500 Lire;1;I;
8811583934;Le avventure di Tom Sawyer;1989;;Lettteratura inglese;Narrativa;Mark Twain;Garzanti;Null;Italiano;1;8500 lire;1;I;
N/D;Le correnti dello spazio ;1952;;Fantascienza;Narrativa;Isaac Asimov;Mondadori;Null;Italiano;1;N/D;1;F;
N/D;Le francais commercial;1958;;Economia;Narrativa;G. Mauger / J. Charon;Le Monnier;Null;Francese;1;4000L;1;;
2070409252;Le Horla;1999;;Narrativa;Romanzo;Guy de Maupassant;Gallimard;Null;Francese;1;N/D;1;G;
N/D;Le mur;1972;;Narrativa;Romanzo;Jean-Paul Sartre;Gallimard;Null;Francese;1;N/D;1;G;
884247662500;Le Roman de Tristan et Iseut;2007;;Francese;Scolastico;Béroul et Thomas;Paravia;Null;Francese;1;9,00 euro;1;G;
883593639;Le storie;1992;;Narrativa;Narrativa;Gianni Rodari;Editori Riuniti;Null;Italiano;1;N/D;1;;
N/D;L'equazione del giorno del giudizio ;1955;;Fantascienza;Narrativa;R.A.Lafferty;Mondadori;Null;Italiano;1;2.500 Lire;1;F;
N/D;Les confessions (2 volumi);1973;;Saggistica;Saggistica;Jean-Jacques Rousseau;Gallimard;Null;Francese;1;N/D;1;G;
N/D;Les merveilleux nuages;1961;;Narrativa;Romanzo;Françoise Sagan;Julliard;Null;Francese;1;N/D;1;G;
8826811202;Letteratura ;2005;;Letteratura;Scolastico;Giorgio Bàrberi;ATLAS;Null;Italiano;1;9,4;1;A;
8839505687;Lezioni di Scienze;2003;;Scienze;Scolastico;L.Altieri;Paravia;Null;Italiano;1;30,7;1;A;
8839505687;Lezioni di scienze;2003;;Scienze;Scolastico;L.Altieri;Paravia;Null;Italiano;1;N/D;1;A;
N/D;L'impiegato del diavolo;1968;;Fumetto;Narrativa;F.Dickens;Bristow;Null;Italiano;1;1800L;1;;
8841514701;Lingua 2000;1994;;Grammatica;Scolastico;Paola Ramadori;Deagostini;Null;Italiano;1;5000 L;1;A;
N/D;L'isola del tesoro;1975;;Letteratura inglese;Narrativa;Stevenson;Garzanti;Null;Italiano;4;6000 Lire;1;H;
N/D;L'isola del tesoro x3;1673;;Narrativa;Narrativa;Robert Louis;Panorama;Null;Italiano;1;4.90 euro;1;;
887952402X;L'italiano parlato e scritto;2004;;Grammatica;Scolastico;Luca Serianni;Archimede edizioni;Null;Italiano;1;0,298611111;1;A;
9788880425939;L'Italiano per le Competenze;2012;;Grammatica;Scolastico;Elsa Alderighi;Lattes;Null;Italiano;1;N/D;1;;
9788845148903;L'italiano, Grammatica e Scrittura;2009;;Grammatica;Scolastico;Maria Teresa Serafini;Bompiani Scuola;Null;Italiano;1;4,00 €;1;A;
8806129090;Lo schiavo del manoscritto;1993;;Narrativa;Narrativa;Amitav Ghosh;Einaudi;Null;italiano;1;3200Lire;1;H;
9788811363484;Lo strano caso del dott. Jekyll e del sig. Hyde;1987;;Letteratura Inglese;Narrativa;Stevenson;Garzanti;Null;italiano;1;6,70 €;1;H;
N/D;L'opera dello spazio;1983;;Fantascienza;Narrativa;Jack Vance;Mondadori;Null;Italaino;1;3.600 Lire;1;F;
881158079X;Lord Jim;1974;;Letteratura inglese;Narrativa;Conrad;Garzanti;Null;Italiano;1;9000Lire;1;H;
N/D;Madame Bovary;1975;;Narrativa;Romanzo;Gustave Flaubert;Gallimard;Null;Francese;1;N/D;1;G;
9788869102431;Mappa del mondo;2012;;Geografia;Scolastico;Milano/Pampaloni;Paravia;Null;Italiano;1;10:20;1;A;
9788807812620;Martha Quest;1962;;Narrativa;Narrativa;Doris Lessing;Feltrinelli;Null;Italiano;1;N/D;1;H;
9788829829071;Matematica;2007;;Matematica;Scolastico;Coeli;Minerva;Null;Italiano;1;14:50;1;A;
9788826817170;Matematica Applicazione Economiche;2012;;Matematica;Scolastico;M. Re Fraschini;Atlas;Null;Italiano;1;24;1;A;
N/D;Matematica Attiva;2006;;Matematica;Scolastico;P.M. Gianoglio;Il Capitello;Null;Italiano;1;N/D;1;A;
N/D;Matematica con app informatiche 1;1996;;Matematica;Universitario;A.M,Gambotto;Tramontana;Null;Italiano;1;52200L;1;A;
N/D;Millemondiestate;1961;;Avventura;Narrativa;Robert Silverberg;Mondadori;Null;Italiano;1;6.000Lire;1;F;
N/D;Moby Dick;1993;;Letteratura Inglese;Narrativa;Herman Melville;L'Unità;Null;italiano;1;N/D;1;I;
978842624241;Moduli per analizzare 4;2006;;Matematica;Scolastico;E. Di Stefano;Il Capitello;Null;Italiano;1;N/D;1;A;
8885085040;Monumental buldings of Rome;1990;;Storico;Guida storica;D.G.Cavallero;Ner;Null;Inglese;1;N/D;1;G;
9788808330253;Nel vivo della lingua;2017;;Grammatica;Scolastico;Reggiani/Bertoni;Zanichelli;Null;Italiano;1;09:09;1;A;
194366774;new Headway;N/D;;Inglese;Scolastico;Liz & John Soars;Oxford;Null;Italiano;1;18,8;1;A;
9788817020664;Non Accettarmi Come Sono ;1988;;Psicologia;Narrativa;Reuven Feuerstein;Rizzoli;Null;Italiano;1;9,5;1;;
8881111659;Nostromo;1996;;Letteratura;Narrativa;Joseph Conrad;Bit;Null;italiano;1;5000 Lire;1;H;
N/D;Nuovo Cucinare Insieme;1987;;Culinario;Ricettario;Mario Gargioni;Scalvi Editori ;Null;Italiano;1;N/D;1;;
8841660627;Obiettivo ECO/DIR ;2002;;Economia;Scolastico;Franco Poma;Principato;Null;Italiano;1;12,5;1;A;
9788360726327;Od rzemiosla od przemyslu;2008;;Turismo;Guida turistica;Powiat lezszczynsky;Wszelkie prawa zastrezone;Null;Polacco;1;N/D;1;G;
N/D;Oeuvres-Opere;1964;;Antologia;Narrativa;Arthur Rimbaud;Feltrinelli;Null;Italiano/Francese;1;2000 lire;1;G;
N/D;Oltre l'orizzonte;1942;;Fantascienza;Narrativa;Robert A.Heinlein;Mondadori;Null;Italiano;1;N/D;1;F;
M05000307;Orgoglio e pregiudizio;1975;;Letteratura;Narrativa;Austen;Garzanti;Null;Italiano;1;N/D;1;H;
N/D;Osservazioni scientifiche per la scuola media;1966;;Scienze;Scolastico;B.Ciari;N/D;Null;Italiano;1;1700L;1;;
N/D;Our Daily English;1994;;Inglese;Didattica;AA.VV.;Editoriale Quotidiani;Null;Italiano/Inglese;1;7900 lire;1;G;
N/D;Paludes;1973;;Narrativa;Romanzo;André Gide;Gallimard;Null;Francese;1;N/D;1;G;
9788839519269;Parole in corso;2014;;Italiano;Scolastico;Battaglia/Corno;Paravia;Null;Italiano;1;N/D;1;A;
9788804492979;Passaggio in India;1967;;Letteratura inglese;Narrativa;Edward Morgan Forster;Mondadori;Null;Italiano;1;8.80 euro;1;H;
9788804458180;Per chi suona la campana;1940;;Letteratura Inglese;Narrativa;Ernest Hemingway;Mondadori;Null;italiano;1;8,80 €;1;I;
8842106364;Percorzi di educazione alla cittadinanza;2001;;Economia;Scolastico;Marialuce Bongiovanni;Editori la terza;Null;Italiano;1;7,23;1;A;
N/D;Plain English handbook;1972;;Scolastico;Grammatica;AA.VV.;Walsh;null;Inglese;1;N/D;1;G;
8806128515;Possessione;1992;;Narrativa;Narrativa;Antonia S.Byatt;Einaudi;Null;Italiano;1;36000Lire;1;H;
N/D;Potere Nero ;1965;;Fantascienza;Narrativa;A.C.Clarke;Gamma;Null;Italiano;1;350 Lire;1;F;
9788822189578;Professione Docente;2018;;Scolastico;Scolastico;;Rizzoli;Null;Italiano;1;N/D;1;A;
N/D;Progettiamo il futuro;                      2001/2002;;Scienza della terra;Scolastico;M.Maranò;Legambiente;Null;Italiano;2;N/D;1;;
N/D;Programmazione e integrazione scolastica degli Handicappati;1981;;Psicologia;Narrativa;G. Benincasa;La Scuola;Null;Italiano;1;12000L;1;;
8890174391;Quello che ai genitori non diciamo;2007;;Psicologia inf.;Monografia;L.Matteo;Liberedizioni;Null;Italiano;2;N/D;1;;
9788823904798;Racconti dell' inquietudine;1996;;Letteratura;Narrativa;Joseph Conrad;Orsa maggiore;Null;italiano;1;12000 Lire;1;H;
M050000149;Racconti di natale ;1990;;Letteratura inglese;Narrativa;Charles Dickens;Mondadori;Null;italiano;1;10 €;1;H;
8834710266;Rapporto di minoranza e altri racconti;2002;;Avventura;Narrativa;Philip K.Dick;Fanucci ;Null;Italiano;1;N/D;1;F;
N/D;Rhinocéros;1972;;Narrativa;Romanzo;Eugène Ionesco;Gallimard;Null;Francese;1;N/D;1;G;
9788804487807;Ritorno al mondo nuovo;2008;;Fantascienza;Narrativa;Aldous Huxley;Mondadori;Null;Italiano;1;8.80 euro;1;F;
N/D;Ritorno perduto;1968;;Fantascienza;Narrativa;H.Harrison;Gamma;Null;Italiano;2;350 Lire;1;F;
N/D;Ritratto dell'artista da giovane;1973;;Narrativa;Narrativa;James Joyce;Newton;Null;Italiano;1;1500 Lire;1;H;
8811581699;Robinson Crusoe;1976;;Letteratura inglese;Narrativa;Daniel Defoe;Garzanti;Null;italiano;1;12000 Lire;1;H;
887935034X;Romeo e Giulietta;1991;;Narrativa;Romanzo;Shakespare;Starlight;Null;Inglese;1;N/D;1;G;
239095;Ronja, la figlia del brigante;1981;;Narrativa;Narrativa;Astrid Lindgren;Mondadori;Null;Italiano;1;5500L;1;;
880435246;Saper leggere il tedesco;1990;;Grammatica ;Scolastico;Anna Colombo;Mondadori;Null;Tedesco;1;13.000Lire;1;F;
9788824780148;Sapere di base;2016;;Economia;Scolastico;P.Ghigni;Mondadori;Null;Italiano;1;07:07;1;;
N/D;Scrittura fresca;1998;;Narrativa;Monografia;AA.VV.;Alisei;Null;Italiano;1;N/D;1;;
N/D;Sfere di fiamma;1966;;Fantascienza;Narrativa;Robert A.Heinlein;Gamma;Null;Italiano;1;350 Lire;1;F;
9788808237583;Sguardi Sulla Storia;2016;;Storia;Scolastico;Luciano Marisaldi;Zanichelli;Null;Italiano;2;10,00 €;1;A;
97888890377457;Shock:fantascienza sociale;2010;;Fantascienza;Narrativa;Ioshua a.c Newman;Janus design;Null;Italiano;1;27,00 euro;1;F;
100762424931;Skinny Bitch;2007;;Salute;Guida;AA.VV.;Running Press;Null;Inglese;1;13.95 dollari;1;G;
M050000100;Storie della tua vita;2016;;Avventura;Narrativa;Ted Chiang;Frassinelli;Null;Italiano;1;N/D;1;F;
140814884;Strangers on a Train;1995;;Scolastico;Romanzo;Patricia Highsmit;Penguin;Null;Inglese;1;6900 lire;1;G;
9788822184535;Strumenti per l'insegnante;2015;;Scolastico;Scolastico;Amelia Sbandati;La nova Italia;Null;Italiano;1;N/D;1;;
N/D;Telepass;2008;;Economia;Scolastico;P. Boni;Scuola & Azienda;Null;Italiano;1;N/D;1;A;
9788824729994;Telepass +;2012;;Economia;Scolastico;P. Boni;Scuola & Azienda;Null;Italiano;1;"""5,80 Euro";1;A;
N/D;The Adventures Of Huckleberry Finn;1965;;Narrativa;Romanzo;Mark Twain;Bantam Pathfinder;Null;Inglese;1;60 cent;1;G;
9780140623352;The Adventures Of Sherlock Holmes;1994;;Narrativa;Romanzo;Arthur Conan Doyle;Penguin;Null;Inglese;1;3.60 euro;1;G;
9780241950425;The Catcher in the Rye;2010;;Narrativa;Romanzo;J.D. Salinger;Penguin;Null;Inglese;1;N/D;1;G;
9788393215249;The cookery book;2011;;Culinario;Cucina;AA.VV.;Leszno polska;Null;Multilingua;1;50 egz;1;G;
N/D;The English Examination;1982;;Inglese;Scolastica;Daniele Aricò;La Fotocromo Emiliana;Null;inglese;1;4800L;1;G;
9177364643;The ericsson chronicle ;2000;;Narrativa;Letteratura;John Meurling;Erickson;Null;Inglese;1;N/D;1;G;
N/D;The Golden Treasury of English Songs and Lyrics;1975;;Antologia;Raccolta;Francis Turner Palgrave;Dent;Null;Inglese;1;N/D;1;G;
9972740;The Road Less Travelled;1990;;Salute;Guida;M. Scott Peck;Simon & Schuster;Null;Inglese;1;4.99 sterline;1;G;
9780007350926;The Scarlet Letter;2010;;Narrativa;Romanzo;Nathaniel Hawthorne;Collins;Null;Inglese;1;N/D;1;G;
N/D;The Snows of Kilimanjaro;1977;;Narrativa;Romanzo;Ernest Hemingway;Panther;Null;Inglese;1;2000 sterline;1;G;
1579546463;The South Beach Diet;2003;;Salute;Guida;Arthur Agatston;Rodale;Null;Inglese;1;24,95 dollari;1;G;
413644707;Top Girls;1994;;Narrativa;Teatrale;Caryl Churchill;Methuen Publishing;Null;Inglese;1;7.99 sterline;1;G;
N/D;Tutte le opere;1964;;Narrativa; Narrativa inglese;Shakespeare;Sansoni;Null;Italiano;1;N/d;1;;
N/D;Tutte le trappole della terra ;1966;;Fantascienza;Narrativa;Clifford Simak;Gamma;Null;Italaino;1;N/D;1;F;
8804400129;Tutti i racconti;1995;;Fanatscienza;Narrativa;Asimov;Mondadori;Null;Italiano;1;8.40 euro;1;F;
9788889197967;Tutto normale;2006;;Psicologia;Narrativa;Buccoliero;Lameridana;Null;Italiano;1;12:00;1;;
N/D;Ulisse;2005;;Storia;Scolastico;F. M. Feltri;Sei;Null;Italiano;1;N/D;1;A;
N/D;Un dio per la terra;1967;;Fantascienza;Narrativa;John Brunner;Gamma;Null;Italiano;1;350 Lire;1;F;
8817113557;Un nome senza volto;1979;;Romanzo;Narrativa;Robert Ludlum;Rizzoli;Null;italiano;1;14000 Lire;1;I;
933000218;Una casa per Jeffrey Magee;1990;;Avventura;Narrativa;Jerry Spinelli;Mondadori;Null;Italiano;1;5900L;1;;
9788823904590;Una stanza tutta per sé;1995;;Letteratura inglese;Narrativa;Virginia Woolf;Orsa maggiore;Null;italiano;1;12000 Lire;1;;
N/D;Uno contro Herculum;1959;;Fantascienza;Narrativa;Jerry Sohl;Zillitti;Null;Italiano;1;200 Lire;1;F;
N/D ;Uomo contro uomo;1967;;Fantascienza;Narrativa;John Brunner;Gamma;Null;Italiano;1;350 Lire;1;F;
8806122843;uomo Invisibile;1947;;Narrativa;Narrativa;Ralph Ellison;Einaudi;Null;italiano;1;16000 Lire;1;I;
9788809206748;Uri e Sami;1995;;Avventura;Narrativa;Dalia B.Y. Cohen;Giunti ;Null;Italiano;1;11000L;1;;
N/D;V10 Musica;1971;;Astronomia;Enciclopedico;Karl Stumpff;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V11 Antropologia;1970;;Scienze della Terra;Enciclopedico;Herberth Tischner;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V12 Biologia 1;1976;;Psicologia;Enciclopedico;René Konig;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V13 Biologia 2;1967;;Fisica;Enciclopedico;Walther Gerlarch;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V15 Matematica 1;1972;;Chimica;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V16 Matematica 2;1966;;Storico;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V17 Ingegneria Civile;1965;;Botanico;Enciclopedico;Siegfried Strugger;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V18 Costruzione di Macchine;1966;;Zoologia;Enciclopedico;Bernhard Rensch;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V19 Elettronica;1967;;Matematica;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V20 Telecomunicazioni;1968;;Matematica;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V21 Economia;1971;;Economia;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;2000 lire;1;J;
N/D;V22 Arte 1;1976;;Musica;Enciclopedico;Rudolf Stephan;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V23 Arte 2/I;1970;;Meccanica;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V24 Medicina 1;1967;;Elettronica;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V25 Medicina 2;1967;;Telecomunicazioni;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;1500 lire;1;J;
N/D;V26 Medicina 3;1968;;Economia;Enciclopedico;Heinrich Ritthershausen;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V27 Scienze Politiche (Stati e Politica);1968;;Arte;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V28 Scienze Politiche 2 (Relazioni Internazionali);1971;;Arte;Enciclopedico;Giovanni Previtari;Feltrinelli Fischer;Null;Italiano;2;3000 lire;1;J;
N/D;V3 Astronomia;1969;;Medicina;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;1500 lire;1;J;
N/D;V30 Diritto 1;1969;;Medicina;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V31 Diritto 2;1970;;Medicina;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;2500 lire;1;J;
N/D;V32 Geofisica;1970;;Scienze politiche;Enciclopedico;Antonio Negri;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V33 Geografia;1973;;Scienze politiche;Enciclopedico;Lelio Basso;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V34 Comunicazioni di Massa;1972;;Diritto;Enciclopedico;Giuliano Crifò;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V35 Pedagogia;1972;;Diritto;Enciclopedico;Giuliano Crifò;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V37 Letteratura 2;1972;;Scienze della Terra;Enciclopedico;AA.VV.;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V4 Etnologia;1973;;Geografia;Enciclopedico;Gustav Fochler-Haucke;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V5 Sociologia;1974;;Scienze della Comunicazione;Enciclopedico;Pio Baldeilli;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
N/D;V8 Fisica;1974;;Pedagogia;Enciclopedico;Renato Tisato;Feltrinelli Fischer;Null;Italiano;1;2500 lire;1;J;
N/D;V9 Chimica;1976;;Narrativa;Enciclopedico;Gabriele Scaramuzza;Feltrinelli Fischer;Null;Italiano;1;3000 lire;1;J;
97888822194855;Versione con i contenuti di Base;2018;;Storia;Scolastico;Antonio Brancati;La nuova scuola;Null;Italiano;1;5;1;;
8811580072;Via dalla pazza folla;1973;;Narrativa;Narrativa;Thomas Hardy;Garzanti;Null;italiano;1;14000 Lire;1;H;
N/d;Viaggio sentimentale;1983;;Letteratura inglese;Narrativa;Sterne Foscolo;Garzanti;Null;italiano;1;14000Lire;1;H;
N/D;Vychodni brana geoparku cesky raj;N/D;;Turismo;Guida Turistica;AA.VV.;Novopacko;Null;Multilingua;1;N/D;1;G;
8881111020;Walden o Vita nei boschi;1995;;Letteratura Inglese;Narrativa;Thoreau;Bit;Null;italiano;1;5000 Lire;1;I;
755314476;Welcome to britain;N/D;;Turismo;Guida turistica;J.Williams;The Caravan Gallery;Null;Inglese;1;9.99 sterline;1;G;
N/D;Zio Tibia colpisce ancora;1970;;Narrativa;Fumetto;N/D ;Mondadori;Null;Italiano;1;600L;1;;
N/D;Zkameneliny Novopacka;2010;;Narrativa;Guida Storica;AA.VV.;Novopacko;Null;Polacco;1;4000ks;1;G;
88-425-8069-4;I PROMESSI SPOSI;1993;;ROMANZO;;ALESSANDRO MANZONI;MURSIA;;ITALIANO;1;L.80000;9;6;
978-88-494-2258-0;I PROMESSI SPOSI;2018;;LIBRO DI TESTO;;ALESSANDRO MANZONI;DE AGOSTINI;;ITALIANO;1;E.26.50;9;6;
N.P.;LA DIVINA COMMEDIA- INFERNO;1986;;NARRATIVA;;DANTE ALIGHIERI;ANGELO SIGNORELLI EDITORE;;ITALIANO;1;L.12000;9;6;
88-426-6369-7;I PROMESSI SPOSI;1999;;ROMANZO;;ALESSANDRO MANZONI;IL CAPITELLO;;ITALIANO;1;E. 18,54;9;6;
88-395-1078-8;I PROMESSI SPOSI;2000;;ROMANZO;;ALESSANDRO MANZONI;PARAVIA;;ITALIANO;1;E. 12,39;9;6;
88-416-1835-3;I PROMESSI SPOSI;1990;;ROMANZO;;ALESSANDRO MANZONI;PRINCIPATO;;ITALIANO;1;E. 23,40;9;6;
N.P.;I PROMESSI SPOSI;1993;;ROMANZO;;ALESSANDRO MANZONI;EDIZIONI POLARIS;;ITALIANO;1;L. 18000;9;6;
N.P.;I PROMESSI SPOSI;1935;;ROMANZO;;ALESSANDRO MANZONI;LA NUOVA ITALIA;;ITALIANO;1;L. 2400;9;6;
N.P.;I PROMESSI SPOSI;1982;;ROMANZO;;ALESSANDRO MANZONI;LA NUOVA ITALIA;;ITALIANO;1;L. 10800;9;6;
88-268-0534-2;I PROMESSI SPOSI;1994;;ROMANZO;;ALESSANDRO MANZONI;ATLAS;;ITALIANO;1;N.P.;9;6;
N.P.;I PROMESSI SPOSI;1984;;ROMANZO;;ALESSANDRO MANZONI;MONDADORI;;ITALIANO;1;L.8000;9;6;
N.P.;I PROMESSI SPOSI;1965;;ROMANZO;;ALESSANDRO MANZONI;LE CORONE;;ITALIANO;1;N.P.;9;6;
N.P.;I PROMESSI SPOSI VOL.1;1949;;ROMANZO;;ALESSANDRO MANZONI;CLASSICI UTET;;ITALIANO;1;L.40000;9;6;
N.P.;I PROMESSI SPOSI VOL.2;1958;;ROMANZO;;ALESSANDRO MANZONI;CLASSICI UTET;;ITALIANO;1;L.40000;9;6;
88-420-0491-X;BOCCACCIO;1972;;NARRATIVA;;CARLO MUSCETTA;LATERZA;;ITALIANO;1;L.35000;9;6;
978-88-434-1689-9;IL ROSSO E IL BLU;2015;;LIBRO DI TESTO;;ANGELO RONCORONI;C.SIGNORELLI SCUOLA;;ITALIANO;1;E.31,80;9;6;
88-7100-514-7;MASTRO DON GESUALDO;1994;;LIBRO DI TESTO;;GIOVANNI VERGA;LA SPIGA;I GRANDI CLASSICI;ITALIANO;1;L.14000;9;6;
88-08-14284-1;INFERNO;1993;;LIBRO DI TESTO;;DANTE ALIGHIERI;ZANICHELLI;;ITALIANO;1;E.14,00;9;6;
N.P.;L'ESPERIENZA DELLA LETTURA;2012;;LIBRO DI TESTO;;PIETRO CATALDI;PALIMBO EDITORE;;ITALIANO;4;N.P.;9;6;
978-88-221-5872-7;ANTOLOGIA DELLA DIVINA COMMEDIA;2007;;LIBRO DI TESTO;;MARTA SAMBUGAR;LA NUOVA ITALIA;;ITALIANO;1;N.P.;9;6;
978-88-221-5337-1;ANTOLOGIA DELLA DIVINA COMMEDIA;2004;;LIBRO DI TESTO;;MARTA SAMBUGAR;LA NUOVA ITALIA;;ITALIANO;1;N.P.;9;6;
978-88-494-2242-9;MI PIACE LEGGERE…PERCORSO NEI PROMESSI SPOSI;2018;;LIBRO DI TESTO;;SERGIO NICOLA;DE AGOSTINI;;ITALIANO;2;E.18,00;9;6;
978-88-494-2259-7;I PROMESSI SPOSI - PERCORSO SEMPLIFICATO;2018;;LIBRO DI TESTO;;ALESSANDRO MANZONI;DE AGOSTINI;;ITALIANO;1;E. 6,00;9;6;
N.P.;POESIE;1971;;RACCOLTA POETICA;;MACHADO;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1300;9;7;
N.P.;POESIE;1976;;RACCOLTA POETICA;;GRACIA LORCA;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1300;9;7;
N.P.;POESIE;1976;;RACCOLTA POETICA;;TAGORE;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1600;9;7;
N.P.;TUTTE LE POESIE;1976;;RACCOLTA POETICA;;MAO TSE TUNG;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1200;9;7;
N.P.;POESIE;1976;;RACCOLTA POETICA;;EVTUSENKO;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1300;9;7;
N.P.;POESIE INEDITE E SEGRETE;1975;;RACCOLTA POETICA;;PREVERT;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1500;9;7;
N.P.;POESIE;1975;;RACCOLTA POETICA;;HIKMET;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1500;9;7;
N.P ;POESIE;1973;;RACCOLTA POETICA;;KEATS;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1300;9;7;
N.P;POESIE;1973;;RACCOLTA POETICA;;GOZZANO;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1300;9;7;
N.P;QUARTINE;1973;;RACCOLTA POETICA;;OMAR KHAYYAM;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1000;9;7;
N.P;TUTTE LE POESIE;1974;;RACCOLTA POETICA;;MALLARME;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1600;9;7;
N.P;POESIE D'AMORE;1974;;RACCOLTA POETICA;;D.H.LAWRENCE;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1800;9;7;
N.P;ANTOLOGIA DI SPOON RIVER;1974;;RACCOLTA POETICA;;LEE MASTERS;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1500;9;7;
N.P;POESIE;1974;;RACCOLTA POETICA;;ELUARD;NEWTON COMPTON ITALIANA;PAPERBACKS POETI;ITALIANO;1;L.1500;9;7;
